,name,url,year,certificate,rating,votes,plot,Action,Adventure,Comedy,Crime,Family,Fantasy,Mystery,Sci-Fi,Thriller
5776,Strafe,https://www.imdb.com/title/tt4488254/?ref_=adv_li_tt,2017,,7.3,21,A love letter to first person shooter games of the 90s.,True,False,False,False,False,False,False,True,False
5777,Danger Girl,https://www.imdb.com/title/tt0271450/?ref_=adv_li_tt,2000,T,6.9,28,Based of a North American comic book series created by J. Scott Campbell and Andy Hartnell. The comic stars a group of female secret agents who engage in crazy adventures and are led by a former British Secret Service Agent named Deuce.,True,True,False,False,False,False,True,False,False
5778,Samurai Warriors 3,https://www.imdb.com/title/tt2382947/?ref_=adv_li_tt,2009,T,7.7,18,A 3D action fighting combat game. You are a Samurai Warrior in Japan living during the Sengoku period. Choose from many Samurai Warrior characters to take into battle as you fight many Samurai armies with your sword.,True,True,False,False,True,False,False,False,False
5779,Devilman,https://www.imdb.com/title/tt8700272/?ref_=adv_li_tt,1989,,,,Add a Plot,True,True,False,False,False,True,False,False,False
5780,Shogun: Total War,https://www.imdb.com/title/tt0373311/?ref_=adv_li_tt,2000,T,7.9,257,"Each of the seven powerful clans in feudal Japan seek a ways to rise above the rest, thereby uniting the country under its authority, using not only military, but also economic, political and other methods.",True,True,False,False,False,False,False,False,False
5781,Fullmetal Alchemist: Dual Sympathy,https://www.imdb.com/title/tt2111317/?ref_=adv_li_tt,2005,T,4.7,23,Add a Plot,True,True,False,False,False,True,False,False,False
5782,Age of Empires: Mythologies,https://www.imdb.com/title/tt5712998/?ref_=adv_li_tt,2008,,7.7,85,Add a Plot,True,True,False,False,False,True,False,False,False
5783,Girls Defence,https://www.imdb.com/title/tt12562288/?ref_=adv_li_tt,2020,,,,A world where only men have become extinct due to the effects of radiation in a past war. The women who were left lived tough lives without the men must defend the town from zombies,True,False,False,False,False,False,False,False,False
5784,Kill It with Fire,https://www.imdb.com/title/tt12244612/?ref_=adv_li_tt,2020,E10+,5.6,26,Kill It With Fire is a first-person action game about hunting spiders and causing collateral damage.,True,True,True,False,False,False,False,False,False
5785,Minecraft x Ben 10 DLC,https://www.imdb.com/title/tt14766856/?ref_=adv_li_tt,2021,,,,"It's time to go hero. Help Ben, Gwen, and Grandpa Max defeat the alien invasion by recovering the missing DNA and transforming into alien heroes to defeat villains like Vilgax, Zombozo, and Kevin 11.",True,False,False,False,False,False,False,False,False
5786,Naruto: Gekito Ninja Taisen! 3,https://www.imdb.com/title/tt6927674/?ref_=adv_li_tt,2004,,5.6,7,The game covers the events of the anime from the Hidden Leaf Village Crush to the Search for Tsunade arc.,True,False,False,False,False,False,False,False,False
5787,Star Wars: Demolition,https://www.imdb.com/title/tt0269909/?ref_=adv_li_tt,2000,T,6.6,117,Star Wars: Demolition is a vehicular combat game set in the Star Wars universe.,True,True,False,False,False,False,False,True,False
5788,Lunar Lander,https://www.imdb.com/title/tt1984202/?ref_=adv_li_tt,1973,,4.4,10,Add a Plot,True,False,False,False,False,False,False,True,False
5789,Painkiller: Resurrection,https://www.imdb.com/title/tt11448612/?ref_=adv_li_tt,2009,,4.7,10,"You take the role of William Sherman, a Black Ops specialist and former CIA agent. Bill's last mission went completely wrong and he was killed as were many innocent bystanders. Now he has arrived in purgatory.",True,True,False,False,False,True,False,False,False
5790,Mario vs. Donkey Kong: Tipping Stars,https://www.imdb.com/title/tt4417916/?ref_=adv_li_tt,2015,,5.9,21,Add a Plot,True,True,False,False,False,False,False,False,False
5791,Praey for the Gods,https://www.imdb.com/title/tt9697572/?ref_=adv_li_tt,2019,T,6.9,19,"Praey for the Gods is a brutal journey set on a desolate frozen island, where your only chance of survival is to destroy the very gods you believe in.",True,True,False,False,False,False,False,False,False
5792,Z: Steel Soldiers,https://www.imdb.com/title/tt14289290/?ref_=adv_li_tt,2001,,,,"In this sequel to the comedic real-time strategy Z (1996), the robot captain Zod and his robot sidekicks uncover a conspiracy behind the treaty that is about to be signed between two warring factions of robots on a remote planet.",True,False,True,False,False,False,False,True,False
5793,Assault Heroes,https://www.imdb.com/title/tt1794732/?ref_=adv_li_tt,2006,,7.1,7,Add a Plot,True,False,False,False,False,False,False,False,False
5794,Sands of Aura,https://www.imdb.com/title/tt15909954/?ref_=adv_li_tt,,,,,Sands of Aura is an open-world action adventure with a fantasy setting of a realm in its twilight--a world buried beneath a sea of sand. Sail across the sandseas to return life to a dying ... See full summary »,True,True,False,False,False,True,False,False,False
5795,Dynasty Warriors Gundam,https://www.imdb.com/title/tt1223878/?ref_=adv_li_tt,2007,T,6.6,34,The first Dynasty Warriors Gundam game in the series.,True,False,False,False,False,False,True,True,False
5796,Blackguards,https://www.imdb.com/title/tt4573192/?ref_=adv_li_tt,2014,M,8.0,61,"A turn-based strategy RPG, explores this very question. You will discover over 180 unique hex-based battlegrounds within a dark and mature story of crime, drugs, and murder.",True,True,False,False,False,True,False,False,False
5797,The King of Fighters '96,https://www.imdb.com/title/tt0314271/?ref_=adv_li_tt,1996,T,7.6,128,"The third instalment in the series also sees the sprites of old discarded for an instantly familiar hand-drawn style, as well as folding in a series of much-welcomed gameplay tweaks.",True,False,False,False,False,False,False,False,False
5798,Galaxian,https://www.imdb.com/title/tt0297131/?ref_=adv_li_tt,1979,Unrated,7.1,222,Face waves of aliens descending on your spaceship and clear the screen to achieve victory.,True,False,False,False,False,False,False,True,False
5799,Riders of Rohan,https://www.imdb.com/title/tt0406181/?ref_=adv_li_tt,1991,,6.0,10,Add a Plot,True,False,False,False,False,False,False,False,False
5800,The Lion King II: Simba's Pride,https://www.imdb.com/title/tt10387292/?ref_=adv_li_tt,2001,,,,Add a Plot,True,True,False,False,False,False,False,False,False
5801,Harms Way,https://www.imdb.com/title/tt1801054/?ref_=adv_li_tt,2010,T,5.3,43,"Racing game in which each team has a driver and a gunner, who can control mounted artillery positions around the track.",True,False,False,False,False,False,False,False,False
5802,Battleship,https://www.imdb.com/title/tt2306461/?ref_=adv_li_tt,2012,T,4.7,55,"Mainly following the movie, you go behind scenes as the special forces against aliens.",True,False,False,False,False,False,False,False,False
5803,Accel World vs Sword Art Online: Millennium Twilight,https://www.imdb.com/title/tt6914210/?ref_=adv_li_tt,2017,T,8.1,12,Add a Plot,True,False,False,False,False,True,False,False,False
5804,The Eternal Castle,https://www.imdb.com/title/tt15026770/?ref_=adv_li_tt,2019,,,,"The Eternal Castle [REMASTERED] is a remake of the original ""ETERNAL CASTLE"" from 1987, with additional game mechanics, sophisticated sound design, polished 2-bit CGA animated graphics, and modernized game design.",True,True,False,False,False,False,False,False,False
5805,Yu Yu Hakusho: Tokubetsu hen,https://www.imdb.com/title/tt3788114/?ref_=adv_li_tt,1994,,,,The third game in the Yu Yu Hakusho for the Super Famicom.,True,False,False,False,False,False,False,False,False
5806,SOCOM: U.S. Navy SEALs Confrontation,https://www.imdb.com/title/tt1596778/?ref_=adv_li_tt,2008,M,5.3,28,"The game focuses on online gameplay with special forces from different nations such as the Navy SEALs, Special Air Service, Kommando Spezialkräfte, Unidad de Operaciones Especiales, and 1er Régiment Parachutiste d'Infanterie de Marine.",True,False,False,False,False,False,False,False,False
5807,The Club,https://www.imdb.com/title/tt1459064/?ref_=adv_li_tt,2008,,5.8,45,"The Club is an organization that recruits ""outsiders"" to fight in an underground bloodsport. Those ""outsiders"" come from every possible corner of the earth but have one thing in common: they are good at killing people.",True,False,False,False,False,False,False,False,False
5808,Adventures of the Underworld the Game,https://www.imdb.com/title/tt12316540/?ref_=adv_li_tt,2020,,,,Add a Plot,True,True,False,False,False,False,False,False,False
5809,The Smurfs - Mission Vileaf,https://www.imdb.com/title/tt16141964/?ref_=adv_li_tt,2021,E,,,"Gargamel, the evil sorcerer just created the VILEAF, A plant that has the ability to attract and capture the Smurfs.. So with the help of 4 brave Smurfs, It's time to heal the plants on your way and defeat the evil Gargamel once again.",True,True,False,False,False,False,False,False,False
5810,Pac-Man 99,https://www.imdb.com/title/tt14454020/?ref_=adv_li_tt,2021,,6.5,16,Add a Plot,True,False,False,False,False,False,False,False,False
5811,Aquaria,https://www.imdb.com/title/tt2103994/?ref_=adv_li_tt,2007,,7.9,19,"A massive ocean world, teeming with life and filled with ancient secrets. Join Naija, a lone underwater dweller in search of her family, as she explores the depths of Aquaria. She'll travel... See full synopsis »",True,True,False,False,False,True,False,False,False
5812,The Shoot,https://www.imdb.com/title/tt2360406/?ref_=adv_li_tt,2010,T,6.2,11,Add a Plot,True,False,False,False,False,False,False,False,False
5813,Advance Wars,https://www.imdb.com/title/tt0300906/?ref_=adv_li_tt,2001,E,7.7,148,"When Blue Moon troops enter Orange Star territory, the Commanding Officers of the Orange Star army plan a campaign to expel the enemy from their country.",True,False,False,False,False,False,False,False,False
5814,Sword Art Online: Fatal Bullet,https://www.imdb.com/title/tt8102768/?ref_=adv_li_tt,2018,T,6.7,55,Experience an original story where you are the protagonist in the world of Gun Gale Online. Create your own avatar and explore devastated lands while experiencing exciting third person shooting in this action RPG.,True,True,False,False,False,False,False,True,False
5815,Badland,https://www.imdb.com/title/tt4576534/?ref_=adv_li_tt,2013,E10+,7.1,92,"You play as an alien creature named ""Clony"" as you try to reach the end of each level with puzzles and quick thinking.",True,False,False,False,False,False,False,False,False
5816,Danny Phantom: Urban Jungle,https://www.imdb.com/title/tt2739698/?ref_=adv_li_tt,2006,E,7.9,13,Add a Plot,True,False,True,False,True,False,False,False,False
5817,One Piece: Pirates Carnival,https://www.imdb.com/title/tt1151375/?ref_=adv_li_tt,2005,E,7.5,53,All the One Piece characters are having a party from the East Blue to the Grand Line.,True,False,False,False,False,True,False,False,False
5818,Empire,https://www.imdb.com/title/tt1984151/?ref_=adv_li_tt,1973,,,,Add a Plot,True,False,False,False,False,False,False,True,False
5819,Trojan,https://www.imdb.com/title/tt0186636/?ref_=adv_li_tt,1986,,6.1,40,Add a Plot,True,True,False,False,False,False,False,True,False
5820,Men in Black II: Crossfire,https://www.imdb.com/title/tt4239782/?ref_=adv_li_tt,2002,,,,"The Men in Black need you to join their elite team and help protect the Earth from the scum of the universe. In Men in Black II: Crossfire, you'll be armed with a variety of powerful ... See full summary »",True,False,False,False,False,False,False,False,False
5821,Tiny Toon Adventures,https://www.imdb.com/title/tt3820604/?ref_=adv_li_tt,1991,,7.3,92,"After finding out that Montana Max has captured Babs Bunny and holding her captive in his mansion, it's up to Buster Bunny to come up with a plan quickly in order to save her.",True,True,False,False,True,False,False,False,False
5822,Rurouni Kenshin: meiji kenyaku romantan ishin gekitouhen,https://www.imdb.com/title/tt3878790/?ref_=adv_li_tt,1996,,8.4,22,This is a fighting game with five playable characters. It was released for the PlayStation only in Japan.,True,False,False,False,False,True,False,False,False
5823,60 Seconds!,https://www.imdb.com/title/tt14787660/?ref_=adv_li_tt,2015,T,6.6,18,"60 Seconds is a dark comedy atomic adventure of scavenge and survival, Collect supplies and rescue your family before the nuke hits, Stay alive in your fallout shelter, Make difficult decisions, ration food and water and survive.. Or not.",True,True,True,False,False,False,False,False,False
5824,Unreal Championship 2: The Liandri Conflict,https://www.imdb.com/title/tt0407280/?ref_=adv_li_tt,2005,,8.0,50,Add a Plot,True,False,False,False,False,False,False,True,False
5825,SD Gundam Force: Showdown!,https://www.imdb.com/title/tt0450320/?ref_=adv_li_tt,2004,E,,,Play as your favorite Gundam Force character from the hit TV series and save the peaceful capitol Neotopia from a mysterious evil force. Featuring characters from the hit TV series; play as... See full summary »,True,False,True,False,True,False,False,False,False
5826,Monster Bash,https://www.imdb.com/title/tt13533722/?ref_=adv_li_tt,1993,,,,"The player controls Johnny Dash, whose pet dog Tex was just dog napped by the main villain, Count Chuck. Johnny enters the Underworld armed to slay Count Chuck and his minions and rescue his beloved Tex, as well as many more captured pets.",True,False,False,False,False,False,False,False,False
5827,Star Wars: The Force Unleashed - Tatooine Mission Pack,https://www.imdb.com/title/tt15408368/?ref_=adv_li_tt,2009,T,,,Add a Plot,True,True,False,False,False,True,False,False,False
